Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
78,2,2014-08-12,8935,899,1,1,0,1
78,3,2014-08-13,9018,906,1,1,0,1
78,4,2014-08-14,8423,856,1,1,0,1
78,5,2014-08-15,9363,982,1,1,0,1
78,6,2014-08-16,6910,726,1,1,0,1
78,7,2014-08-17,0,0,0,0,0,1
78,1,2014-08-18,10957,1120,1,1,0,1
78,2,2014-08-19,9640,960,1,1,0,1
78,3,2014-08-20,9272,1187,1,1,0,1
78,4,2014-08-21,8979,971,1,1,0,1
78,5,2014-08-22,8654,894,1,1,0,1
78,6,2014-08-23,7564,802,1,1,0,1
78,7,2014-08-24,0,0,0,0,0,1
78,1,2014-08-25,10548,1318,1,1,0,1
78,2,2014-08-26,7922,761,1,0,0,1
78,3,2014-08-27,7897,841,1,0,0,1
78,4,2014-08-28,7797,844,1,0,0,1
78,5,2014-08-29,8884,983,1,0,0,1
78,6,2014-08-30,6210,599,1,0,0,1
78,7,2014-08-31,0,0,0,0,0,1
78,1,2014-09-01,8746,839,1,0,0,0
78,2,2014-09-02,8694,1054,1,0,0,0
78,3,2014-09-03,8363,874,1,0,0,0
78,4,2014-09-04,7401,787,1,0,0,0
78,5,2014-09-05,8187,967,1,0,0,0
78,6,2014-09-06,0,0,0,0,0,0
78,7,2014-09-07,0,0,0,0,0,0
78,1,2014-09-08,8107,810,1,0,0,0
78,2,2014-09-09,7963,809,1,1,0,0
78,3,2014-09-10,8312,904,1,1,0,0
78,4,2014-09-11,8202,921,1,1,0,0
78,5,2014-09-12,8755,933,1,1,0,0
78,6,2014-09-13,7336,722,1,1,0,0
78,7,2014-09-14,0,0,0,0,0,0
78,1,2014-09-15,9841,1040,1,1,0,0
78,2,2014-09-16,9734,1025,1,1,0,0
78,3,2014-09-17,8707,859,1,1,0,0
78,4,2014-09-18,9124,1042,1,1,0,0
78,5,2014-09-19,8518,914,1,1,0,0
78,6,2014-09-20,6221,665,1,1,0,0
78,7,2014-09-21,0,0,0,0,0,0
78,1,2014-09-22,8642,939,1,1,0,0
78,2,2014-09-23,7168,788,1,0,0,0
78,3,2014-09-24,7684,771,1,0,0,0
78,4,2014-09-25,7660,868,1,0,0,0
78,5,2014-09-26,7783,842,1,0,0,0
78,6,2014-09-27,6776,849,1,0,0,0
78,7,2014-09-28,0,0,0,0,0,0
78,1,2014-09-29,8236,773,1,0,0,0
78,2,2014-09-30,7633,838,1,0,0,0
78,3,2014-10-01,7598,622,1,0,0,0
78,4,2014-10-02,7087,797,1,0,0,0
78,5,2014-10-03,0,0,0,0,a,0
78,6,2014-10-04,6714,694,1,0,0,0
78,7,2014-10-05,0,0,0,0,0,0
78,1,2014-10-06,7393,760,1,0,0,0
78,2,2014-10-07,8889,843,1,1,0,0
78,3,2014-10-08,7592,753,1,1,0,0
78,4,2014-10-09,7447,752,1,1,0,0
78,5,2014-10-10,9442,1130,1,1,0,0
78,6,2014-10-11,6574,799,1,1,0,0
78,7,2014-10-12,0,0,0,0,0,0
78,1,2014-10-13,8248,1045,1,1,0,0
78,2,2014-10-14,8173,855,1,1,0,0
78,3,2014-10-15,7800,857,1,1,0,0
78,4,2014-10-16,9135,949,1,1,0,0
78,5,2014-10-17,10269,1027,1,1,0,0
78,6,2014-10-18,6674,744,1,1,0,0
78,7,2014-10-19,0,0,0,0,0,0
78,1,2014-10-20,10059,1045,1,1,0,0
78,2,2014-10-21,6684,684,1,0,0,0
78,3,2014-10-22,6956,692,1,0,0,0
78,4,2014-10-23,6503,686,1,0,0,0
78,5,2014-10-24,6843,760,1,0,0,0
78,6,2014-10-25,5373,547,1,0,0,0
78,7,2014-10-26,0,0,0,0,0,0
78,1,2014-10-27,7533,817,1,0,0,0
78,2,2014-10-28,7906,960,1,0,0,0
78,3,2014-10-29,6817,682,1,0,0,0
78,4,2014-10-30,6598,754,1,0,0,0
78,5,2014-10-31,8198,783,1,0,0,0
78,6,2014-11-01,5573,539,1,0,0,0
78,7,2014-11-02,0,0,0,0,0,0
78,1,2014-11-03,9359,906,1,0,0,0
78,2,2014-11-04,8477,992,1,1,0,0
78,3,2014-11-05,7547,779,1,1,0,0
78,4,2014-11-06,7354,818,1,1,0,0
78,5,2014-11-07,9005,943,1,1,0,0
78,6,2014-11-08,6078,629,1,1,0,0
78,7,2014-11-09,0,0,0,0,0,0
78,1,2014-11-10,9198,975,1,1,0,0
78,2,2014-11-11,8384,777,1,1,0,0
78,3,2014-11-12,7431,924,1,1,0,0
78,4,2014-11-13,7101,891,1,1,0,0
78,5,2014-11-14,8334,910,1,1,0,0
78,6,2014-11-15,6428,728,1,1,0,0
78,7,2014-11-16,0,0,0,0,0,0
78,1,2014-11-17,9108,973,1,1,0,0
78,2,2014-11-18,6336,633,1,0,0,0
78,3,2014-11-19,5782,627,1,0,0,0
78,4,2014-11-20,7169,782,1,0,0,0
78,5,2014-11-21,7229,789,1,0,0,0
78,6,2014-11-22,4956,558,1,0,0,0
78,7,2014-11-23,0,0,0,0,0,0
78,1,2014-11-24,8362,917,1,0,0,0
78,2,2014-11-25,6817,815,1,0,0,0
78,3,2014-11-26,7269,857,1,0,0,0
78,4,2014-11-27,6582,738,1,0,0,0
78,5,2014-11-28,7008,676,1,0,0,0
78,6,2014-11-29,5844,623,1,0,0,0
78,7,2014-11-30,0,0,0,0,0,0
78,1,2014-12-01,7797,837,1,0,0,0
78,2,2014-12-02,7827,838,1,1,0,0
78,3,2014-12-03,7270,713,1,1,0,0
78,4,2014-12-04,7303,877,1,1,0,0
78,5,2014-12-05,9090,1016,1,1,0,0
78,6,2014-12-06,6816,907,1,1,0,0
78,7,2014-12-07,0,0,0,0,0,0
78,1,2014-12-08,9473,960,1,1,0,0
78,2,2014-12-09,8469,870,1,1,0,0
78,3,2014-12-10,7943,739,1,1,0,0
78,4,2014-12-11,8744,941,1,1,0,0
78,5,2014-12-12,9575,904,1,1,0,0
78,6,2014-12-13,6063,622,1,1,0,0
78,7,2014-12-14,0,0,0,0,0,0
78,1,2014-12-15,10777,1245,1,1,0,0
78,2,2014-12-16,8313,769,1,0,0,0
78,3,2014-12-17,7890,826,1,0,0,0
78,4,2014-12-18,0,0,0,0,0,0
78,5,2014-12-19,9634,1074,1,0,0,0
78,6,2014-12-20,6772,632,1,0,0,1
78,7,2014-12-21,0,0,0,0,0,1
78,1,2014-12-22,9159,1049,1,0,0,1
78,2,2014-12-23,8578,967,1,0,0,1
78,3,2014-12-24,8383,951,1,0,0,1
78,4,2014-12-25,0,0,0,0,c,1
78,5,2014-12-26,0,0,0,0,c,1
78,6,2014-12-27,6169,742,1,0,0,1
78,7,2014-12-28,0,0,0,0,0,1
78,1,2014-12-29,10497,999,1,0,0,1
78,2,2014-12-30,10764,1149,1,1,0,1
78,3,2014-12-31,10679,1084,1,1,0,1
78,4,2015-01-01,0,0,0,1,a,1
78,5,2015-01-02,8589,1079,1,1,0,1
78,6,2015-01-03,7177,768,1,1,0,1
78,7,2015-01-04,0,0,0,0,0,1
78,1,2015-01-05,10259,993,1,1,0,1
78,2,2015-01-06,7377,698,1,1,0,1
78,3,2015-01-07,7156,726,1,1,0,0
78,4,2015-01-08,7222,714,1,1,0,0
78,5,2015-01-09,8344,919,1,1,0,0
78,6,2015-01-10,6236,588,1,1,0,0
78,7,2015-01-11,0,0,0,0,0,0
78,1,2015-01-12,9520,1073,1,1,0,0
78,2,2015-01-13,6505,808,1,0,0,0
78,3,2015-01-14,6860,652,1,0,0,0
78,4,2015-01-15,6708,781,1,0,0,0
78,5,2015-01-16,7477,750,1,0,0,0
78,6,2015-01-17,5717,560,1,0,0,0
78,7,2015-01-18,0,0,0,0,0,0
78,1,2015-01-19,8113,730,1,0,0,0
78,2,2015-01-20,5887,656,1,0,0,0
78,3,2015-01-21,7239,809,1,0,0,0
78,4,2015-01-22,5897,621,1,0,0,0
78,5,2015-01-23,7100,757,1,0,0,0
78,6,2015-01-24,6670,741,1,0,0,0
78,7,2015-01-25,0,0,0,0,0,0
78,1,2015-01-26,7961,786,1,0,0,0
78,2,2015-01-27,8145,896,1,1,0,0
78,3,2015-01-28,7446,813,1,1,0,0
78,4,2015-01-29,7148,894,1,1,0,0
78,5,2015-01-30,8395,974,1,1,0,0
78,6,2015-01-31,6664,808,1,1,0,0
78,7,2015-02-01,0,0,0,0,0,0
78,1,2015-02-02,9194,937,1,1,0,0
78,2,2015-02-03,8315,859,1,1,0,0
78,3,2015-02-04,7412,790,1,1,0,0
78,4,2015-02-05,7839,805,1,1,0,0
78,5,2015-02-06,8396,812,1,1,0,0
78,6,2015-02-07,6418,633,1,1,0,0
78,7,2015-02-08,0,0,0,0,0,0
78,1,2015-02-09,11322,1405,1,1,0,0
78,2,2015-02-10,7628,873,1,0,0,0
78,3,2015-02-11,6377,730,1,0,0,0
78,4,2015-02-12,7189,706,1,0,0,0
78,5,2015-02-13,7099,696,1,0,0,0
78,6,2015-02-14,6500,569,1,0,0,0
78,7,2015-02-15,0,0,0,0,0,0
78,1,2015-02-16,9560,991,1,0,0,0
78,2,2015-02-17,6967,681,1,0,0,0
78,3,2015-02-18,6867,674,1,0,0,0
78,4,2015-02-19,6540,778,1,0,0,0
78,5,2015-02-20,8369,821,1,0,0,0
78,6,2015-02-21,5752,591,1,0,0,0
78,7,2015-02-22,0,0,0,0,0,0
78,1,2015-02-23,0,0,0,0,0,0
78,2,2015-02-24,9392,1073,1,1,0,0
78,3,2015-02-25,8195,861,1,1,0,0
78,4,2015-02-26,9266,1111,1,1,0,0
78,5,2015-02-27,10004,981,1,1,0,0
78,6,2015-02-28,6974,772,1,1,0,0
78,7,2015-03-01,0,0,0,0,0,0
78,1,2015-03-02,9895,1186,1,1,0,0
78,2,2015-03-03,7812,761,1,1,0,0
78,3,2015-03-04,9167,939,1,1,0,0
78,4,2015-03-05,7878,733,1,1,0,0
78,5,2015-03-06,10291,956,1,1,0,0
78,6,2015-03-07,7588,745,1,1,0,0
78,7,2015-03-08,0,0,0,0,0,0
78,1,2015-03-09,10594,1155,1,1,0,0
78,2,2015-03-10,7292,762,1,0,0,0
78,3,2015-03-11,6556,625,1,0,0,0
78,4,2015-03-12,7404,646,1,0,0,0
78,5,2015-03-13,8545,868,1,0,0,0
78,6,2015-03-14,6199,715,1,0,0,0
78,7,2015-03-15,0,0,0,0,0,0
78,1,2015-03-16,8314,820,1,0,0,0
78,2,2015-03-17,7725,842,1,0,0,0
78,3,2015-03-18,8054,801,1,0,0,0
78,4,2015-03-19,7912,900,1,0,0,0
78,5,2015-03-20,9085,1047,1,0,0,0
78,6,2015-03-21,5903,548,1,0,0,0
78,7,2015-03-22,0,0,0,0,0,0
78,1,2015-03-23,10139,941,1,0,0,0
78,2,2015-03-24,8878,951,1,1,0,0
78,3,2015-03-25,8453,886,1,1,0,0
78,4,2015-03-26,8148,783,1,1,0,0
78,5,2015-03-27,9761,1173,1,1,0,0
78,6,2015-03-28,7882,798,1,1,0,0
78,7,2015-03-29,0,0,0,0,0,0
78,1,2015-03-30,11469,1301,1,1,0,0
78,2,2015-03-31,9333,1030,1,1,0,0
78,3,2015-04-01,0,0,0,1,b,0
78,4,2015-04-02,9100,877,1,1,0,0
78,5,2015-04-03,11292,1043,1,1,0,0
78,6,2015-04-04,8090,854,1,1,0,0
78,7,2015-04-05,0,0,0,0,0,0
78,1,2015-04-06,10770,959,1,1,0,0
78,2,2015-04-07,9055,915,1,0,0,0
78,3,2015-04-08,7649,731,1,0,0,0
78,4,2015-04-09,7733,805,1,0,0,0
78,5,2015-04-10,8296,728,1,0,0,0
78,6,2015-04-11,7186,730,1,0,0,0
78,7,2015-04-12,0,0,0,0,0,0
78,1,2015-04-13,9601,901,1,0,0,0
78,2,2015-04-14,8377,793,1,0,0,0
78,3,2015-04-15,8303,768,1,0,0,0
78,4,2015-04-16,7515,856,1,0,0,0
78,5,2015-04-17,8088,843,1,0,0,0
78,6,2015-04-18,6849,810,1,0,0,0
78,7,2015-04-19,0,0,0,0,0,0
78,1,2015-04-20,9603,1027,1,0,0,0
78,2,2015-04-21,9066,937,1,1,0,0
78,3,2015-04-22,9955,1072,1,1,0,0
78,4,2015-04-23,9951,1021,1,1,0,0
78,5,2015-04-24,9021,889,1,1,0,0
78,6,2015-04-25,8247,713,1,1,0,0
78,7,2015-04-26,0,0,0,0,0,0
78,1,2015-04-27,11322,1426,1,1,0,0
78,2,2015-04-28,9675,1162,1,1,0,0
78,3,2015-04-29,9711,1025,1,1,0,0
78,4,2015-04-30,10607,1121,1,1,0,0
78,5,2015-05-01,0,0,0,1,a,0
78,6,2015-05-02,7794,689,1,1,0,0
78,7,2015-05-03,0,0,0,0,0,0
78,1,2015-05-04,12236,1305,1,1,0,0
78,2,2015-05-05,9443,937,1,0,0,0
78,3,2015-05-06,8200,927,1,0,0,0
78,4,2015-05-07,7928,885,1,0,0,0
78,5,2015-05-08,8005,767,1,0,0,0
78,6,2015-05-09,7377,752,1,0,0,0
78,7,2015-05-10,0,0,0,0,0,0
78,1,2015-05-11,9952,1166,1,0,0,0
78,2,2015-05-12,8957,812,1,0,0,0
78,3,2015-05-13,9425,822,1,0,0,0
78,4,2015-05-14,8200,1070,1,0,0,0
78,5,2015-05-15,9298,1019,1,0,0,0
78,6,2015-05-16,7415,825,1,0,0,0
78,7,2015-05-17,0,0,0,0,0,0
78,1,2015-05-18,9311,1013,1,0,0,0
78,2,2015-05-19,10286,1195,1,1,0,0
78,3,2015-05-20,8682,930,1,1,0,0
78,4,2015-05-21,9560,1119,1,1,0,0
78,5,2015-05-22,12065,1352,1,1,0,0
78,6,2015-05-23,7983,798,1,1,0,0
78,7,2015-05-24,0,0,0,0,0,0
78,1,2015-05-25,11946,1242,1,1,0,0
78,2,2015-05-26,10248,971,1,1,0,0
78,3,2015-05-27,8890,933,1,1,0,0
78,4,2015-05-28,7989,822,1,1,0,0
78,5,2015-05-29,12295,1209,1,1,0,0
78,6,2015-05-30,8513,887,1,1,0,0
78,7,2015-05-31,0,0,0,0,0,0
78,1,2015-06-01,11159,1123,1,1,0,0
78,2,2015-06-02,7985,878,1,0,0,0
78,3,2015-06-03,7782,911,1,0,0,0
78,4,2015-06-04,7826,785,1,0,0,0
78,5,2015-06-05,10156,1067,1,0,0,0
78,6,2015-06-06,7727,854,1,0,0,0
78,7,2015-06-07,0,0,0,0,0,0
78,1,2015-06-08,9010,920,1,0,0,0
78,2,2015-06-09,9392,918,1,0,0,0
78,3,2015-06-10,7969,824,1,0,0,0
78,4,2015-06-11,9563,926,1,0,0,0
78,5,2015-06-12,8837,970,1,0,0,0
78,6,2015-06-13,7079,843,1,0,0,0
78,7,2015-06-14,0,0,0,0,0,0
78,1,2015-06-15,10817,1059,1,0,0,0
78,2,2015-06-16,11114,1318,1,1,0,0
78,3,2015-06-17,8428,871,1,1,0,0
78,4,2015-06-18,10957,1110,1,1,0,0
78,5,2015-06-19,10999,1038,1,1,0,0
78,6,2015-06-20,8672,833,1,1,0,0
78,7,2015-06-21,0,0,0,0,0,0
78,1,2015-06-22,12208,1383,1,1,0,0
78,2,2015-06-23,12131,1046,1,1,0,0
78,3,2015-06-24,9981,886,1,1,0,0
78,4,2015-06-25,10461,1211,1,1,0,0
78,5,2015-06-26,10967,1224,1,1,0,0
78,6,2015-06-27,8533,838,1,1,0,0
78,7,2015-06-28,0,0,0,0,0,0
78,1,2015-06-29,11740,1261,1,1,0,0
78,2,2015-06-30,8557,909,1,0,0,0
78,3,2015-07-01,8408,854,1,0,0,1
78,4,2015-07-02,8186,785,1,0,0,1
78,5,2015-07-03,9701,898,1,0,0,1
78,6,2015-07-04,6793,745,1,0,0,1
78,7,2015-07-05,0,0,0,0,0,1
78,1,2015-07-06,9614,943,1,0,0,1
78,2,2015-07-07,8093,760,1,0,0,1
78,3,2015-07-08,7991,822,1,0,0,1
78,4,2015-07-09,6343,601,1,0,0,1
78,5,2015-07-10,9005,916,1,0,0,1
78,6,2015-07-11,7027,719,1,0,0,1
78,7,2015-07-12,0,0,0,0,0,1
78,1,2015-07-13,11097,1278,1,0,0,1
78,2,2015-07-14,10989,1258,1,1,0,1
78,3,2015-07-15,9100,1002,1,1,0,1
78,4,2015-07-16,9653,965,1,1,0,1
78,5,2015-07-17,11788,1171,1,1,0,1
78,6,2015-07-18,7352,764,1,1,0,1
78,7,2015-07-19,0,0,0,0,0,1
78,1,2015-07-20,11962,1231,1,1,0,1
78,2,2015-07-21,9783,1110,1,1,0,1
78,3,2015-07-22,10146,1111,1,1,0,1
78,4,2015-07-23,9446,1000,1,1,0,1
78,5,2015-07-24,9725,1035,1,1,0,1
78,6,2015-07-25,7654,901,1,1,0,1
78,7,2015-07-26,0,0,0,0,0,1
78,1,2015-07-27,12092,1286,1,1,0,1
78,2,2015-07-28,8636,830,1,0,0,1
78,3,2015-07-29,8418,933,1,0,0,1
78,4,2015-07-30,8619,837,1,0,0,1
78,5,2015-07-31,9993,930,1,0,0,1
79,2,2013-01-01,0,0,0,0,a,1
79,3,2013-01-02,10132,1064,1,0,0,1
79,4,2013-01-03,9873,908,1,0,0,1
79,5,2013-01-04,12676,1318,1,0,0,1
79,6,2013-01-05,9492,1001,1,0,0,1
79,7,2013-01-06,0,0,0,0,0,1
79,1,2013-01-07,11841,1352,1,0,0,0
79,2,2013-01-08,10846,1190,1,0,0,0
79,3,2013-01-09,10819,1118,1,0,0,0
79,4,2013-01-10,10302,1068,1,0,0,0
79,5,2013-01-11,12287,1314,1,0,0,0
79,6,2013-01-12,9886,957,1,0,0,0
79,7,2013-01-13,0,0,0,0,0,0
79,1,2013-01-14,11412,1187,1,0,0,0
79,2,2013-01-15,11550,1154,1,1,0,0
79,3,2013-01-16,12829,1185,1,1,0,0
79,4,2013-01-17,12977,1350,1,1,0,0
79,5,2013-01-18,15037,1885,1,1,0,0
79,6,2013-01-19,11810,1480,1,1,0,0
79,7,2013-01-20,0,0,0,0,0,0
79,1,2013-01-21,15269,1866,1,1,0,0
79,2,2013-01-22,13406,1544,1,1,0,0
79,3,2013-01-23,12263,1275,1,1,0,0
79,4,2013-01-24,12430,1312,1,1,0,0
79,5,2013-01-25,14144,1786,1,1,0,0
79,6,2013-01-26,9334,1092,1,1,0,0
79,7,2013-01-27,0,0,0,0,0,0
79,1,2013-01-28,14772,1478,1,1,0,0
79,2,2013-01-29,12250,1266,1,0,0,0
79,3,2013-01-30,10181,1014,1,0,0,0
79,4,2013-01-31,11807,1160,1,0,0,0
79,5,2013-02-01,12186,1197,1,0,0,0
79,6,2013-02-02,10518,1116,1,0,0,0
79,7,2013-02-03,0,0,0,0,0,0
79,1,2013-02-04,14062,1488,1,0,0,0
79,2,2013-02-05,13025,1709,1,0,0,0
79,3,2013-02-06,11552,1240,1,0,0,0
79,4,2013-02-07,11669,1207,1,0,0,0
79,5,2013-02-08,12091,1542,1,0,0,0
79,6,2013-02-09,8539,965,1,0,0,0
79,7,2013-02-10,0,0,0,0,0,0
79,1,2013-02-11,13378,1562,1,0,0,0
79,2,2013-02-12,14346,1541,1,1,0,0
79,3,2013-02-13,12096,1083,1,1,0,0
79,4,2013-02-14,11823,1191,1,1,0,0
79,5,2013-02-15,14612,1540,1,1,0,0
79,6,2013-02-16,13204,1434,1,1,0,0
79,7,2013-02-17,0,0,0,0,0,0
79,1,2013-02-18,0,0,0,1,0,0
79,2,2013-02-19,12905,1193,1,1,0,0
79,3,2013-02-20,14384,1335,1,1,0,0
79,4,2013-02-21,12563,1435,1,1,0,0
79,5,2013-02-22,15090,1674,1,1,0,0
79,6,2013-02-23,10086,957,1,1,0,0
79,7,2013-02-24,0,0,0,0,0,0
79,1,2013-02-25,15257,1571,1,1,0,0
79,2,2013-02-26,11909,1403,1,0,0,0
79,3,2013-02-27,12765,1409,1,0,0,0
79,4,2013-02-28,12039,1402,1,0,0,0
79,5,2013-03-01,12118,1198,1,0,0,0
79,6,2013-03-02,9447,932,1,0,0,0
79,7,2013-03-03,0,0,0,0,0,0
79,1,2013-03-04,0,0,0,0,0,0
79,2,2013-03-05,13445,1437,1,0,0,0
79,3,2013-03-06,12666,1481,1,0,0,0
79,4,2013-03-07,13506,1513,1,0,0,0
79,5,2013-03-08,13942,1509,1,0,0,0
79,6,2013-03-09,10678,1121,1,0,0,0
79,7,2013-03-10,0,0,0,0,0,0
79,1,2013-03-11,16031,1722,1,0,0,0
79,2,2013-03-12,14647,1532,1,1,0,0
79,3,2013-03-13,13030,1272,1,1,0,0
79,4,2013-03-14,14944,1421,1,1,0,0
79,5,2013-03-15,15653,1785,1,1,0,0
79,6,2013-03-16,12085,1284,1,1,0,0
79,7,2013-03-17,0,0,0,0,0,0
79,1,2013-03-18,17730,1887,1,1,0,0
79,2,2013-03-19,13337,1215,1,1,0,0
79,3,2013-03-20,14428,1424,1,1,0,0
79,4,2013-03-21,14209,1847,1,1,0,0
79,5,2013-03-22,16984,1686,1,1,0,0
79,6,2013-03-23,11567,1099,1,1,0,0
79,7,2013-03-24,0,0,0,0,0,0
79,1,2013-03-25,17485,1897,1,1,0,0
79,2,2013-03-26,11530,1138,1,0,0,0
79,3,2013-03-27,13733,1498,1,0,0,0
79,4,2013-03-28,13048,1460,1,0,0,0
79,5,2013-03-29,14230,1657,1,0,0,0
79,6,2013-03-30,11741,1305,1,0,0,0
79,7,2013-03-31,0,0,0,0,0,0
79,1,2013-04-01,0,0,0,0,b,0
79,2,2013-04-02,14703,1348,1,0,0,0
79,3,2013-04-03,12037,1190,1,0,0,0
79,4,2013-04-04,12036,1286,1,0,0,0
79,5,2013-04-05,14781,1509,1,0,0,0
79,6,2013-04-06,12468,1210,1,0,0,0
79,7,2013-04-07,0,0,0,0,0,0
79,1,2013-04-08,17089,1966,1,0,0,0
79,2,2013-04-09,15689,1689,1,1,0,0
79,3,2013-04-10,15396,1710,1,1,0,0
79,4,2013-04-11,14814,1595,1,1,0,0
79,5,2013-04-12,18016,2254,1,1,0,0
79,6,2013-04-13,13049,1229,1,1,0,0
79,7,2013-04-14,0,0,0,0,0,0
79,1,2013-04-15,18979,2535,1,1,0,0
79,2,2013-04-16,16451,1748,1,1,0,0
79,3,2013-04-17,17463,1545,1,1,0,0
79,4,2013-04-18,15261,1676,1,1,0,0
79,5,2013-04-19,16853,1911,1,1,0,0
79,6,2013-04-20,12154,1195,1,1,0,0
79,7,2013-04-21,0,0,0,0,0,0
79,1,2013-04-22,16774,1683,1,1,0,0
79,2,2013-04-23,14890,1719,1,0,0,0
79,3,2013-04-24,13206,1434,1,0,0,0
79,4,2013-04-25,12578,1197,1,0,0,0
79,5,2013-04-26,15763,1902,1,0,0,0
79,6,2013-04-27,10615,1115,1,0,0,0
79,7,2013-04-28,0,0,0,0,0,0
79,1,2013-04-29,16427,1708,1,0,0,0
79,2,2013-04-30,13285,1429,1,0,0,0
79,3,2013-05-01,0,0,0,0,a,0
79,4,2013-05-02,13347,1702,1,0,0,0
79,5,2013-05-03,16428,1547,1,0,0,0
79,6,2013-05-04,12447,1286,1,0,0,0
79,7,2013-05-05,0,0,0,0,0,0
79,1,2013-05-06,15738,1711,1,0,0,0
79,2,2013-05-07,17839,1897,1,1,0,0
79,3,2013-05-08,14603,1367,1,1,0,0
79,4,2013-05-09,15199,1774,1,1,0,0
79,5,2013-05-10,18815,1817,1,1,0,0
79,6,2013-05-11,12629,1233,1,1,0,0
79,7,2013-05-12,0,0,0,0,0,0
79,1,2013-05-13,20665,2189,1,1,0,0
79,2,2013-05-14,16257,1755,1,1,0,0
79,3,2013-05-15,14505,1407,1,1,0,0
79,4,2013-05-16,15830,1821,1,1,0,0
79,5,2013-05-17,18798,1795,1,1,0,0
79,6,2013-05-18,12233,1379,1,1,0,0
79,7,2013-05-19,0,0,0,0,0,0
79,1,2013-05-20,18378,1829,1,1,0,0
79,2,2013-05-21,14537,1473,1,0,0,0
79,3,2013-05-22,12457,1331,1,0,0,0
79,4,2013-05-23,15096,1566,1,0,0,0
79,5,2013-05-24,14987,1714,1,0,0,0
79,6,2013-05-25,11453,1296,1,0,0,0
79,7,2013-05-26,0,0,0,0,0,0
79,1,2013-05-27,17274,1755,1,0,0,0
79,2,2013-05-28,14632,1473,1,0,0,0
79,3,2013-05-29,14429,1413,1,0,0,0
79,4,2013-05-30,14092,1673,1,0,0,0
79,5,2013-05-31,14821,1437,1,0,0,0
79,6,2013-06-01,13595,1392,1,0,0,0
79,7,2013-06-02,0,0,0,0,0,0
79,1,2013-06-03,17331,1846,1,0,0,0
79,2,2013-06-04,16767,1720,1,1,0,0
79,3,2013-06-05,16394,2011,1,1,0,0
79,4,2013-06-06,16895,2243,1,1,0,0
79,5,2013-06-07,18253,1911,1,1,0,0
79,6,2013-06-08,12928,1284,1,1,0,0
79,7,2013-06-09,0,0,0,0,0,0
79,1,2013-06-10,20371,2132,1,1,0,0
79,2,2013-06-11,20123,1880,1,1,0,0
79,3,2013-06-12,16982,1601,1,1,0,0
79,4,2013-06-13,14717,1605,1,1,0,0
79,5,2013-06-14,16888,1837,1,1,0,0
79,6,2013-06-15,15091,1353,1,1,0,0
79,7,2013-06-16,0,0,0,0,0,0
79,1,2013-06-17,17275,1819,1,1,0,0
79,2,2013-06-18,16360,1472,1,0,0,0
79,3,2013-06-19,14848,1585,1,0,0,0
79,4,2013-06-20,15838,1734,1,0,0,0
79,5,2013-06-21,15157,1890,1,0,0,0
79,6,2013-06-22,13907,1459,1,0,0,0
79,7,2013-06-23,0,0,0,0,0,0
79,1,2013-06-24,18553,1951,1,0,0,0
79,2,2013-06-25,15735,1943,1,0,0,0
79,3,2013-06-26,14273,1482,1,0,0,0
79,4,2013-06-27,14509,1438,1,0,0,0
79,5,2013-06-28,15148,1474,1,0,0,0
79,6,2013-06-29,13065,1350,1,0,0,0
79,7,2013-06-30,0,0,0,0,0,0
79,1,2013-07-01,18694,1629,1,0,0,1
79,2,2013-07-02,17630,1766,1,1,0,1
79,3,2013-07-03,15551,1593,1,1,0,1
79,4,2013-07-04,17642,1846,1,1,0,1
79,5,2013-07-05,19853,1994,1,1,0,1
79,6,2013-07-06,15284,1836,1,1,0,1
79,7,2013-07-07,0,0,0,0,0,1
79,1,2013-07-08,22633,2283,1,1,0,1
79,2,2013-07-09,15468,1698,1,1,0,1
79,3,2013-07-10,17734,1857,1,1,0,1
79,4,2013-07-11,16161,1731,1,1,0,1
79,5,2013-07-12,17252,1670,1,1,0,1
79,6,2013-07-13,13335,1355,1,1,0,1
79,7,2013-07-14,0,0,0,0,0,1
79,1,2013-07-15,19984,1948,1,1,0,1
79,2,2013-07-16,14837,1902,1,0,0,1
79,3,2013-07-17,16486,1729,1,0,0,1
79,4,2013-07-18,14552,1638,1,0,0,1
79,5,2013-07-19,16794,1681,1,0,0,1
79,6,2013-07-20,9676,1175,1,0,0,1
79,7,2013-07-21,0,0,0,0,0,1
79,1,2013-07-22,18081,1613,1,0,0,1
79,2,2013-07-23,13975,1441,1,0,0,1
79,3,2013-07-24,13719,1460,1,0,0,1
79,4,2013-07-25,13512,1481,1,0,0,1
79,5,2013-07-26,15913,1618,1,0,0,1
79,6,2013-07-27,12555,1442,1,0,0,1
79,7,2013-07-28,0,0,0,0,0,1
79,1,2013-07-29,15774,1792,1,0,0,1
79,2,2013-07-30,17754,1895,1,1,0,1
79,3,2013-07-31,17648,1696,1,1,0,1
79,4,2013-08-01,18153,1781,1,1,0,1
79,5,2013-08-02,17948,1886,1,1,0,1
79,6,2013-08-03,13395,1391,1,1,0,1
79,7,2013-08-04,0,0,0,0,0,1
79,1,2013-08-05,18303,2081,1,1,0,1
79,2,2013-08-06,18068,2300,1,1,0,1
79,3,2013-08-07,16052,1610,1,1,0,1
79,4,2013-08-08,15865,1472,1,1,0,1
79,5,2013-08-09,17822,2007,1,1,0,1
